account_id,kills,deaths,assists,last_hits,gold_per_min,towers_killed,roshans_killed,obs_placed,camps_stacked,rune_pickups,firstblood_claimed,stuns,total,name
311078326,2.1,3.3,3.6,1.329,2.048,3.0,1.0,0.0,0.5,0.75,0.0,3.408,21.035,Exy-
315522915,5.7,4.5,3.3,2.523,2.906,10.0,1.0,0.0,0.5,0.75,0.0,0.577,31.756,Dasher
324942638,3.0,3.0,3.15,1.614,2.354,4.0,0.0,0.0,1.5,0.5,0.0,0.465,19.583,mouceen
347405447,4.5,0.9,6.3,1.335,1.77,0.0,0.0,0.0,1.5,2.25,0.0,4.952,23.507,HyPeR
350169818,5.1,0.0,4.5,1.23,1.946,2.0,0.0,2.0,0.5,2.5,0.0,9.569,29.345,ClapTiq
374488452,1.2,1.8,1.95,0.144,0.994,0.0,0.0,5.5,0.5,1.5,4.0,2.902,20.49,wayfarer
376256780,6.6,1.8,5.25,2.457,2.29,2.0,2.0,1.5,2.0,6.5,0.0,2.485,34.882,Lightning
379859118,2.7,0.6,4.95,0.564,1.448,0.0,0.0,10.0,1.0,1.25,0.0,3.543,26.055,CanaryBay
416118852,6.3,3.0,2.1,2.31,2.792,3.0,0.0,0.5,1.5,1.5,0.0,1.169,24.171,pandapanther
421257589,7.8,3.9,3.6,1.53,2.372,2.0,0.0,2.5,0.0,5.5,4.0,4.832,38.034,ri
423698025,0.9,1.5,3.6,0.234,1.15,1.0,0.0,3.5,2.0,1.0,0.0,4.778,19.662,Tinrell
433060499,1.2,1.8,6.6,0.15,1.192,0.0,0.0,11.5,0.5,1.5,0.0,3.763,28.205,Catnip
443167959,7.8,3.3,4.35,1.782,2.39,1.0,1.0,0.0,3.5,2.5,0.0,6.497,34.119,Ramddan yatoro
443805795,10.5,2.7,6.45,3.852,2.876,2.0,0.0,1.0,3.5,8.0,0.0,14.73,55.608,Rimuru
465095630,1.2,0.6,3.6,0.546,1.466,0.0,0.0,10.0,2.0,1.75,0.0,2.9,24.062,Aty
467852245,3.9,0.0,6.6,2.241,1.878,2.0,1.0,0.5,2.5,2.25,0.0,6.912,29.781,talmadage
488559009,3.6,3.6,2.55,1.473,2.228,0.0,0.0,2.5,1.5,6.0,0.0,0.597,24.048,pk
854684906,1.2,2.4,4.05,1.614,2.182,3.0,1.0,0.0,2.5,0.0,0.0,1.848,19.794,Drunken
892939726,3.9,2.7,2.25,1.362,2.242,3.0,0.0,1.0,1.0,1.0,0.0,1.175,19.629,Rasmus_=
1020037084,4.8,3.9,3.0,2.583,2.992,7.0,2.0,0.0,3.0,1.5,0.0,1.25,32.025,Karma/My2Karma 
1127025371,4.8,3.9,3.0,2.01,2.952,6.0,2.0,0.0,2.0,0.75,0.0,1.905,29.317,prime skiter
1392360555,4.8,3.0,6.45,1.17,1.842,2.0,0.0,0.0,0.0,2.5,0.0,3.15,24.912,Potentiallyyouruncle
1536452978,3.9,2.4,1.05,1.494,1.818,2.0,0.0,1.5,0.5,2.0,0.0,0.007,16.669,noah
