account_id,kills,deaths,assists,last_hits,gold_per_min,towers_killed,roshans_killed,obs_placed,camps_stacked,rune_pickups,firstblood_claimed,stuns,total,name
374488452,1.2,0.0,3.15,0.306,1.186,1.0,0.0,5.5,0.0,2.0,0.0,4.44,18.782,wayfarer
376256780,4.2,1.8,1.5,1.635,1.988,2.0,0.0,1.5,1.5,6.0,0.0,2.072,24.195,Lightning
416118852,9.0,5.1,4.35,1.803,2.928,7.0,1.0,0.0,0.5,1.0,0.0,0.065,32.746,pandapanther
421257589,3.6,3.9,1.65,1.926,2.668,4.0,0.0,2.5,1.5,4.75,0.0,3.778,30.272,ri
423698025,1.8,0.6,2.1,0.501,1.212,0.0,0.0,6.0,6.5,1.75,0.0,1.517,21.98,Tinrell
433060499,6.3,0.6,3.15,0.18,1.7,0.0,0.0,10.5,0.0,0.75,0.0,4.535,27.715,Catnip
443805795,3.3,2.1,2.55,1.59,1.878,1.0,0.0,2.0,0.0,5.75,0.0,6.41,26.578,Rimuru
446223551,1.8,0.9,4.05,0.162,1.006,0.0,0.0,2.5,0.5,0.5,0.0,6.54,17.958,
465095630,1.8,3.3,6.3,0.492,1.506,0.0,0.0,9.0,2.0,3.25,0.0,2.965,30.613,Aty
488559009,3.9,0.6,1.5,1.974,2.146,0.0,0.0,2.5,2.5,4.25,0.0,6.222,25.592,pk
854684906,4.8,4.2,6.15,1.44,2.784,4.0,1.0,0.0,0.0,0.5,4.0,2.012,30.886,Drunken
1020037084,3.0,5.1,2.25,2.805,2.752,7.0,1.0,0.0,5.0,0.5,0.0,1.301,30.708,Karma/My2Karma 
1127025371,5.1,1.8,2.25,1.92,2.258,2.0,1.0,0.0,1.0,1.5,0.0,0.208,19.036,prime skiter
1392360555,3.0,0.0,4.05,1.524,1.7,3.0,1.0,0.0,1.5,0.75,0.0,8.013,24.537,Potentiallyyouruncle
